|,id,name,rating,ratings,vicinity,geometry__location__lat,geometry__location__lng,geometry__viewport,geometry__viewport__lat,geometry__viewport__lng,website,address,city,zipcode_area,types__001,types__002,types__003,types__004,types__005,types__006,types__007,types__008,types__009
ChIJt_uEr0TIwoARJgKp0QTSpu0,ChIJt_uEr0TIwoARJgKp0QTSpu0,K.J. Electronics,4,8,"5137 South Avalon Boulevard, Los Angeles",33.9954607,-118.2654904,northeast,33.99681228,-118.2640103,https://www.metropcs.com,5137 South Avalon Boulevard, Los Angeles,90240,electronics_store,store,,,,,,,
ChIJ1ekapUTIwoAR6ao4f6zzYXQ,ChIJ1ekapUTIwoAR6ao4f6zzYXQ,Metro by T-Mobile,3.3,19,"5137 South Avalon Boulevard, Los Angeles",33.995481,-118.2654725,northeast,33.99682233,-118.2640013,https://www.metrobyt-mobile.com/?cid=YEXT%7CGM-BD%7CListings%7CQ119%7CGoogle%7C,5137 South Avalon Boulevard, Los Angeles,90240,electronics_store,store,,,,,,,
ChIJD2hq1kTIwoAR1YxyLQOx_a4,ChIJD2hq1kTIwoAR1YxyLQOx_a4,Pat's Auto Sales,4.3,3,"5300 South Avalon Boulevard, Los Angeles",33.9938132,-118.2649862,northeast,33.99516098,-118.2637626,,5300 South Avalon Boulevard, Los Angeles,90240,car_dealer,store,,,,,,,
ChIJF_oA-xjIwoARBvX1VA3K2Wc,ChIJF_oA-xjIwoARBvX1VA3K2Wc,JJ Auto Electric,5,14,"5310 South Avalon Boulevard, Los Angeles",33.9938586,-118.2650459,northeast,33.99520828,-118.2637925,https://jjautoelectric.business.site/?utm_source=gmb&utm_medium=referral,5310 South Avalon Boulevard, Los Angeles,90240,car_repair,,,,,,,,
ChIJG5Su0ETIwoARfPJS6Vm0ecY,ChIJG5Su0ETIwoARfPJS6Vm0ecY,Los Ruiz Insurance,4.3,6,"South Avalon Boulevard, Los Angeles",33.9937873,-118.2650578,northeast,33.99512748,-118.2637981,,South Avalon Boulevard, Los Angeles,90240,insurance_agency,,,,,,,,
ChIJdbny69bJwoARy6lVi5ze3dg,ChIJdbny69bJwoARy6lVi5ze3dg,JJ Auto Electric,5,3,"5310 South Avalon Boulevard #12, Los Angeles",33.9937801,-118.2649697,northeast,33.99512783,-118.2637541,http://www.jj-auto-electric.ueniweb.com/,5310 South Avalon Boulevard #12, Los Angeles,90240,car_repair,,,,,,,,
ChIJpYDor6jJwoAR_2VL_miGlYQ,ChIJpYDor6jJwoAR_2VL_miGlYQ,JJ Auto Electric,5,2,"5300 South Avalon Boulevard, Los Angeles",33.9940063,-118.2647269,northeast,33.99535723,-118.2636322,https://jj-auto-electric.ueniweb.com/,5300 South Avalon Boulevard, Los Angeles,90240,car_repair,,,,,,,,
ChIJD2hq1kTIwoARWAEOtsx2bA8,ChIJD2hq1kTIwoARWAEOtsx2bA8,98¢ Vasquez Mini Market,2,1,"5326 South Avalon Boulevard, Los Angeles",33.9936117,-118.2650682,northeast,33.99495988,-118.2638023,,5326 South Avalon Boulevard, Los Angeles,90240,convenience_store,food,store,,,,,,
ChIJRQqA10TIwoARnxq_-4rSAjc,ChIJRQqA10TIwoARnxq_-4rSAjc,Mutual Wellness Group,,,"5326/2 South Avalon Boulevard, Los Angeles",33.9935926,-118.2650272,northeast,33.99494063,-118.2637816,,5326/2 South Avalon Boulevard, Los Angeles,90240,health,,,,,,,,
ChIJ_xIoq77JwoARDAsIp4EB9Rw,ChIJ_xIoq77JwoARDAsIp4EB9Rw,Sandra’s Party Supplies,5,1,"5326 South Avalon Boulevard unit g, Los Angeles",33.9935983,-118.2648363,northeast,33.99494543,-118.2636862,,5326 South Avalon Boulevard unit g, Los Angeles,90240,food,,,,,,,,
ChIJT4han93JwoARdFTQVRyjru8,ChIJT4han93JwoARdFTQVRyjru8,Tony's Club De Bienestar,5,1,"5326 South Avalon Boulevard #C, Los Angeles",33.9935983,-118.2648363,northeast,33.99494543,-118.2636862,,5326 South Avalon Boulevard #C, Los Angeles,90240,store,,,,,,,,
ChIJAzjlXmPJwoARZwRft84xrtQ,ChIJAzjlXmPJwoARZwRft84xrtQ,The Foodie Spot LA,4.7,7,"5326 South Avalon Boulevard, Los Angeles",33.9935983,-118.2648363,northeast,33.99494528,-118.2636862,http://thefoodiespotla.com/,5326 South Avalon Boulevard, Los Angeles,90240,meal_delivery,restaurant,food,,,,,,
ChIJT15B1kTIwoARTQ4-tWB4Dic,ChIJT15B1kTIwoARTQ4-tWB4Dic,Antojitos Triny,,,"5326 South Avalon Boulevard e, Los Angeles",33.9935989,-118.2648311,northeast,33.99494598,-118.2636836,https://www.facebook.com/AntojitosTriny/,5326 South Avalon Boulevard e, Los Angeles,90240,meal_takeaway,restaurant,food,,,,,,
ChIJXxsWtkTIwoARIVetTc_vPyI,ChIJXxsWtkTIwoARIVetTc_vPyI,Revelation Church of God-Christian,1,1,"5250 South Avalon Boulevard, Los Angeles",33.9948514,-118.2649365,northeast,33.99619908,-118.2637394,http://www.revelationcogic.com/index_files/Page568.htm,5250 South Avalon Boulevard, Los Angeles,90240,church,place_of_worship,,,,,,,
ChIJD2hq1kTIwoARx4vtkD02Wgg,ChIJD2hq1kTIwoARx4vtkD02Wgg,Lopez's Barber Shop,4.5,51,"5326 South Avalon Boulevard B, Los Angeles",33.993598,-118.264808,northeast,33.99494498,-118.263672,,5326 South Avalon Boulevard B, Los Angeles,90240,hair_care,health,,,,,,,
ChIJg3OWKUXIwoAR58X00rCEock,ChIJg3OWKUXIwoAR58X00rCEock,Avalon Nursery & Ceramics,4.8,23,"5334 South Avalon Boulevard, Los Angeles",33.9934117,-118.2649511,northeast,33.99474978,-118.2637416,,5334 South Avalon Boulevard, Los Angeles,90240,,,,,,,,,
ChIJmTeFsETIwoARw4xdDFTFFKs,ChIJmTeFsETIwoARw4xdDFTFFKs,Sunset Missionary Baptist Church,5,2,"5224 South Avalon Boulevard, Los Angeles",33.9951221,-118.2650429,northeast,33.99647133,-118.2637933,,5224 South Avalon Boulevard, Los Angeles,90240,church,place_of_worship,,,,,,,
ChIJ___bsETIwoARWgHr1pFEie4,ChIJ___bsETIwoARWgHr1pFEie4,An Invitation,,,"5224 South Avalon Boulevard, Los Angeles",33.9951373,-118.2649277,northeast,33.99648663,-118.2637356,,5224 South Avalon Boulevard, Los Angeles,90240,,,,,,,,,
ChIJQY6FKWfJwoARKislq0FUcDM,ChIJQY6FKWfJwoARKislq0FUcDM,Sylvia's Pupuseria Restaurant,4.4,53,"5400 South Avalon Boulevard, Los Angeles",33.9931918,-118.2649684,northeast,33.99454083,-118.2637444,http://website.uniquemobileapps.com/free/rios12345/sylvias_pupuseria,5400 South Avalon Boulevard, Los Angeles,90240,restaurant,food,,,,,,,
ChIJUdac-CzJwoARLBs9npfokiI,ChIJUdac-CzJwoARLBs9npfokiI,IGLESIA DE JESUCRISTO EL ME LEVANTARA,,,"5224 South Avalon Boulevard, Los Angeles",33.9951876,-118.2649165,northeast,33.99655073,-118.2637287,http://iglesiadejesucristoelmelevantara.org/,5224 South Avalon Boulevard, Los Angeles,90240,church,place_of_worship,,,,,,,
ChIJRWwG2ETIwoARJbZ-cyzvbfQ,ChIJRWwG2ETIwoARJbZ-cyzvbfQ,Restaurante Zamorano,3.5,4,"5400 South Avalon Boulevard, Los Angeles",33.9931738,-118.2649532,northeast,33.99452283,-118.2637368,,5400 South Avalon Boulevard, Los Angeles,90240,restaurant,food,,,,,,,
ChIJ5au_KEXIwoARwgCaC2INJwg,ChIJ5au_KEXIwoARwgCaC2INJwg,La Chiquita Sea Food,3.8,31,"5400 South Avalon Boulevard, Los Angeles",33.9931688,-118.2649525,northeast,33.99451783,-118.2637364,,5400 South Avalon Boulevard, Los Angeles,90240,restaurant,food,,,,,,,
ChIJGVGeJUXIwoARJYk7APUsS68,ChIJGVGeJUXIwoARJYk7APUsS68,Bethlehem Temple Missionary,3.5,2,"5404 South Avalon Boulevard, Los Angeles",33.9930665,-118.2650721,northeast,33.99441553,-118.2637963,,5404 South Avalon Boulevard, Los Angeles,90240,church,place_of_worship,,,,,,,
ChIJ0bvtpETIwoAR7Pli_aeRybY,ChIJ0bvtpETIwoAR7Pli_aeRybY,Mi Pueblo Market,4,6,"5139 South Avalon Boulevard, Los Angeles",33.9954137,-118.2654742,northeast,33.99678878,-118.2640022,,5139 South Avalon Boulevard, Los Angeles,90240,grocery_or_supermarket,food,store,,,,,,
ChIJUeMUpETIwoARdysL0c-R-t0,ChIJUeMUpETIwoARdysL0c-R-t0,Chapi's Place Beauty Supply,4.7,3,"5135 South Avalon Boulevard, Los Angeles",33.9955339,-118.2653743,northeast,33.99684878,-118.2639522,,5135 South Avalon Boulevard, Los Angeles,90240,store,,,,,,,,
ChIJR2dlP0XIwoARK2Vqf4CLf0I,ChIJR2dlP0XIwoARK2Vqf4CLf0I,B and R Express Piano Movers,4.5,2,"5511 South Avalon Boulevard, Los Angeles",33.9920625,-118.2654895,northeast,33.99341393,-118.2640028,,5511 South Avalon Boulevard, Los Angeles,90240,moving_company,store,,,,,,,
ChIJQ4p2RkXIwoARZo2dCGcCbbk,ChIJQ4p2RkXIwoARZo2dCGcCbbk,Avalon Zion Four Square Church,,,"5519 South Avalon Boulevard, Los Angeles",33.992059,-118.2652133,northeast,33.99340868,-118.2638269,https://www.foursquare.org/churches/30123,5519 South Avalon Boulevard, Los Angeles,90240,church,place_of_worship,,,,,,,
ChIJkeo9REXIwoARGc76VPc9hNk,ChIJkeo9REXIwoARGc76VPc9hNk,Faith Community,4.8,4,"South Avalon Boulevard, Los Angeles",33.9917279,-118.2653719,northeast,33.99306108,-118.2639436,,South Avalon Boulevard, Los Angeles,90240,church,place_of_worship,,,,,,,
ChIJoSYl0NrJwoAR0UYIcxO01PE,ChIJoSYl0NrJwoAR0UYIcxO01PE,La Victoria Market & Deli,5,2,"5520 South Avalon Boulevard, Los Angeles",33.9918943,-118.2649571,northeast,33.99324418,-118.2637352,https://website--2108789924134270566246-conveniencestore.business.site/?utm_source=gmb&utm_medium=referral,5520 South Avalon Boulevard, Los Angeles,90240,convenience_store,food,store,,,,,,
ChIJ49hITkXIwoARW64aFSkztwg,ChIJ49hITkXIwoARW64aFSkztwg,The Real Snack Store,5,1,"East 56th Street, Los Angeles",33.9916644,-118.2648699,northeast,33.99296718,-118.2635205,,East 56th Street, Los Angeles,90240,,,,,,,,,
ChIJLzQ1NkXIwoARjJTacRiKSn8,ChIJLzQ1NkXIwoARjJTacRiKSn8,"Socal Wheels & Tires, Inc.",3.7,3,"5502 South Avalon Boulevard, Los Angeles",33.9922743,-118.2649035,northeast,33.99362138,-118.2637117,,5502 South Avalon Boulevard, Los Angeles,90240,,,,,,,,,
ChIJu0vDXUXIwoARFJmwfNokRGs,ChIJu0vDXUXIwoARFJmwfNokRGs,About Time Catering Inc,,,"5625 South Avalon Boulevard, Los Angeles",33.9909244,-118.2654784,northeast,33.99231383,-118.2642567,,5625 South Avalon Boulevard, Los Angeles,90240,food,,,,,,,,
ChIJEXbXXkXIwoAR33OMjFuSQcU,ChIJEXbXXkXIwoAR33OMjFuSQcU,Chiqui's Taco,4.9,7,"5625 South Avalon Boulevard, Los Angeles",33.9909416,-118.2654946,northeast,33.99232243,-118.2642648,,5625 South Avalon Boulevard, Los Angeles,90240,restaurant,food,,,,,,,
ChIJEXbXXkXIwoAR7k0CIgm3d3c,ChIJEXbXXkXIwoAR7k0CIgm3d3c,G's Taco Spot on Wheels,4,3,"5625 South Avalon Boulevard, Los Angeles",33.9909416,-118.2654946,northeast,33.99232243,-118.2642648,,5625 South Avalon Boulevard, Los Angeles,90240,restaurant,food,,,,,,,
ChIJk-N4yGrJwoAR6qBI2hzpscY,ChIJk-N4yGrJwoAR6qBI2hzpscY,A & A Jeans Inc,,,"5424 South Avalon Boulevard, Los Angeles",33.9926538,-118.26484,northeast,33.99400343,-118.2636801,,5424 South Avalon Boulevard, Los Angeles,90240,,,,,,,,,
ChIJu0vDXUXIwoARTJ9NyYGawGM,ChIJu0vDXUXIwoARTJ9NyYGawGM,Avalon Foods Inc,4.3,30,"5625 South Avalon Boulevard, Los Angeles",33.9908004,-118.2654573,northeast,33.99215098,-118.2639806,http://avalonfoodsinc.com/,5625 South Avalon Boulevard, Los Angeles,90240,food,,,,,,,,
ChIJZ5IJPbvJwoAR5TiZ7beQhGE,ChIJZ5IJPbvJwoAR5TiZ7beQhGE,Roy Inc,,,"426 East 56th Street, Los Angeles",33.9913577,-118.2664351,northeast,33.99281163,-118.2650865,,426 East 56th Street, Los Angeles,90240,,,,,,,,,
ChIJ76GhjU_IwoARD_v-7EwGRzo,ChIJ76GhjU_IwoARD_v-7EwGRzo,Electric Pony Studios,5,138,"439 East 58th Street, Los Angeles",33.9900949,-118.2660417,northeast,33.99131508,-118.2646924,http://www.electricponystudios.com/,439 East 58th Street, Los Angeles,90240,storage,,,,,,,,
ChIJC_br6U_IwoARPOFtsJ79_Mk,ChIJC_br6U_IwoARPOFtsJ79_Mk,DaVita Avalon Dialysis,4.8,6,"5807 South Avalon Boulevard, Los Angeles",33.9895118,-118.2657271,northeast,33.99088533,-118.2642556,https://www.davita.com/locations/ca/los-angeles/5807-avalon-blvd--5465,5807 South Avalon Boulevard, Los Angeles,90240,hospital,health,,,,,,,
ChIJNXQ97k_IwoARB3g4ccWm2C8,ChIJNXQ97k_IwoARB3g4ccWm2C8,Z.M.Z.,,,"5717 South Avalon Boulevard, Los Angeles",33.9901122,-118.2653819,northeast,33.99146118,-118.2639395,,5717 South Avalon Boulevard, Los Angeles,90240,,,,,,,,,
ChIJfQcK6U_IwoARsSSYKwxGXTA,ChIJfQcK6U_IwoARsSSYKwxGXTA,Candelas Felipe,,,"5807 South Avalon Boulevard, Los Angeles",33.989574,-118.265718,northeast,33.99092673,-118.2642511,,5807 South Avalon Boulevard, Los Angeles,90240,health,,,,,,,,
ChIJfQcK6U_IwoAReQC2TImfv9I,ChIJfQcK6U_IwoAReQC2TImfv9I,Mendoza Jess,,,"5807 South Avalon Boulevard, Los Angeles",33.989574,-118.265718,northeast,33.99092673,-118.2642511,,5807 South Avalon Boulevard, Los Angeles,90240,health,,,,,,,,
ChIJfQcK6U_IwoARnTjPjdRJ74E,ChIJfQcK6U_IwoARnTjPjdRJ74E,"James Molina, CMHS",,,"5807 South Avalon Boulevard, Los Angeles",33.9895118,-118.2657271,northeast,33.99088533,-118.2642556,,5807 South Avalon Boulevard, Los Angeles,90240,doctor,health,,,,,,,
ChIJfQcK6U_IwoARvDO7VWISrxM,ChIJfQcK6U_IwoARvDO7VWISrxM,"Lynette D. Faciane, MSW",,,"5807 South Avalon Boulevard, Los Angeles",33.9895118,-118.2657271,northeast,33.99088533,-118.2642556,,5807 South Avalon Boulevard, Los Angeles,90240,health,,,,,,,,
ChIJWcuwZU_IwoAR-9ghSZ4UbtU,ChIJWcuwZU_IwoAR-9ghSZ4UbtU,California Metal-X,3.3,8,"366 East 58th Street, Los Angeles",33.9894853,-118.2683432,northeast,33.99086658,-118.2669929,http://www.cmxmetals.com/,366 East 58th Street, Los Angeles,90240,,,,,,,,,
ChIJTe-p40XIwoARKc7LuFKSxZs,ChIJTe-p40XIwoARKc7LuFKSxZs,Trojan Metal Trading LLC,1,1,"5700 San Pedro Street, Los Angeles",33.990238,-118.269695,northeast,33.99158643,-118.2685652,,5700 San Pedro Street, Los Angeles,90240,,,,,,,,,
ChIJ26JO9EXIwoAR-oWWsCIEEBo,ChIJ26JO9EXIwoAR-oWWsCIEEBo,Jacob Clothing Co,,,"327 East 58th Street, Los Angeles",33.9899189,-118.2689872,northeast,33.99122388,-118.2676381,,327 East 58th Street, Los Angeles,90240,clothing_store,store,,,,,,,
ChIJX-zNikXIwoAR7pZBnb_3Iok,ChIJX-zNikXIwoAR7pZBnb_3Iok,Chop Chop Tree,3.5,2,"339 East 58th Street, Los Angeles",33.9901527,-118.2687246,northeast,33.99134113,-118.2673749,https://www.treeserviceinlosangelesca.com/,339 East 58th Street, Los Angeles,90240,general_contractor,,,,,,,,
ChIJLw3SqkjIwoARJrpnMmeKXwU,ChIJLw3SqkjIwoARJrpnMmeKXwU,Special Services For Groups,4.3,11,"5801 San Pedro Street, Los Angeles",33.9897154,-118.2705787,northeast,33.99106453,-118.2690063,http://www.ssg.org/,5801 San Pedro Street, Los Angeles,90240,,,,,,,,,
ChIJReBscwTJwoARAg_g6Q4_PAA,ChIJReBscwTJwoARAg_g6Q4_PAA,Towne House,,,"5700 San Pedro Street, Los Angeles",33.9902147,-118.2696554,northeast,33.99156308,-118.2685454,http://towne.house/,5700 San Pedro Street, Los Angeles,90240,,,,,,,,,
ChIJ-S-HIGbJwoAR2TL1jAP9SKc,ChIJ-S-HIGbJwoAR2TL1jAP9SKc,"Krayon, INC",,,"5701 San Pedro Street #5321, Los Angeles",33.9905881,-118.2702571,northeast,33.99193723,-118.2688469,,5701 San Pedro Street #5321, Los Angeles,90240,,,,,,,,,
ChIJLTIiTk_IwoARkxgTmILHFD8,ChIJLTIiTk_IwoARkxgTmILHFD8,Pollos Asados Al Carbon El Güero,4.3,393,"274 Slauson Avenue, Los Angeles",33.9891014,-118.2697983,northeast,33.99051808,-118.2684505,,274 Slauson Avenue, Los Angeles,90240,restaurant,food,,,,,,,
ChIJ0aVTj9PHwoARoTnebdiYHvY,ChIJ0aVTj9PHwoARoTnebdiYHvY,Food Distribution Center - People Helping People-Special,,,"5701-01 San Pedro Street, Los Angeles",33.9904617,-118.270432,northeast,33.99181108,-118.2689341,,5701-01 San Pedro Street, Los Angeles,90240,food,,,,,,,,
ChIJjbozFE_IwoARiwIHMY12vow,ChIJjbozFE_IwoARiwIHMY12vow,Ho Hos LLC,3,1,"5849 Crocker Street, Los Angeles",33.988825,-118.2688746,northeast,33.99011173,-118.2675215,,5849 Crocker Street, Los Angeles,90240,,,,,,,,,
ChIJDa4BnU_IwoARAJql1M2ci2I,ChIJDa4BnU_IwoARAJql1M2ci2I,SportsCar LA,4.5,26,"410 East 58th Street, Los Angeles",33.989589,-118.2671062,northeast,33.99093638,-118.2656525,http://www.sportscarla.com/,410 East 58th Street, Los Angeles,90240,car_dealer,store,,,,,,,
ChIJnZuoR-7JwoAR6kXDCC1veQE,ChIJnZuoR-7JwoAR6kXDCC1veQE,Catalitic converter,,,"401E East 58th Street, Los Angeles",33.9901137,-118.2671696,northeast,33.99132338,-118.2658202,,401E East 58th Street, Los Angeles,90240,car_repair,,,,,,,,
ChIJTW5zEXnJwoARZVDODvnIHgQ,ChIJTW5zEXnJwoARZVDODvnIHgQ,"BUEN MUNDO, INC",5,1,"401 East 58th Street, Los Angeles",33.9900884,-118.2670921,northeast,33.99144278,-118.265601,,401 East 58th Street, Los Angeles,90240,,,,,,,,,
ChIJtRk2tv7JwoAREnpj7e6lOpI,ChIJtRk2tv7JwoAREnpj7e6lOpI,"Clothes Maker, Inc.",,,"401 East 58th Street, Los Angeles",33.9899186,-118.266875,northeast,33.99126903,-118.2654875,,401 East 58th Street, Los Angeles,90240,,,,,,,,,
ChIJq6qOh0_IwoAR_UKuVimoBJE,ChIJq6qOh0_IwoAR_UKuVimoBJE,Princess House,5,1,"418 East 57th Street, Los Angeles",33.9904598,-118.2666635,northeast,33.99192978,-118.2653148,,418 East 57th Street, Los Angeles,90240,,,,,,,,,
ChIJpXBdRLLJwoARMgqaqtvANFQ,ChIJpXBdRLLJwoARMgqaqtvANFQ,Jerry's Freight,5,1,"411 1/2 East 56th Street, Los Angeles",33.9917902,-118.2669553,northeast,33.99302723,-118.2656059,https://jerrys-freight.business.site/?utm_source=gmb&utm_medium=referral,411 1/2 East 56th Street, Los Angeles,90240,,,,,,,,,
ChIJMexfzVjJwoARBJBLEFVm5m4,ChIJMexfzVjJwoARBJBLEFVm5m4,Maya Angelou Rise Above - Shepard Fairey Mural,5,1,"370 East 53rd Street, Los Angeles",33.9939488,-118.2678681,northeast,33.99545938,-118.2665249,,370 East 53rd Street, Los Angeles,90240,tourist_attraction,,,,,,,,
ChIJY5SmJkXIwoARBWbVgOv0iwo,ChIJY5SmJkXIwoARBWbVgOv0iwo,Ford Engineering & Construction Inc,,,"5413 South Avalon Boulevard, Los Angeles",33.9927255,-118.2662197,northeast,33.99407523,-118.2647091,,5413 South Avalon Boulevard, Los Angeles,90240,general_contractor,,,,,,,,
ChIJA_EtXKvJwoARxNwdFeN0pkg,ChIJA_EtXKvJwoARxNwdFeN0pkg,ReyesCleaning.com,4.9,76,"333 East 52nd Street, Los Angeles",33.9954969,-118.2689474,northeast,33.99673423,-118.267597,https://reyescleaning.com/ca/los-angeles/,333 East 52nd Street, Los Angeles,90240,,,,,,,,,
ChIJMZxdqkbIwoAR23yRIqDma4s,ChIJMZxdqkbIwoAR23yRIqDma4s,Angelica's Market,4.5,26,"243 East 53rd Street, Los Angeles",33.9943374,-118.2702686,northeast,33.99564458,-118.2689192,,243 East 53rd Street, Los Angeles,90240,grocery_or_supermarket,food,store,,,,,,
ChIJf2sIqEbIwoARONAzaOm3sBc,ChIJf2sIqEbIwoARONAzaOm3sBc,Iglesia Evangelica Centro Biblico K'anjobal,5,11,"246 East 53rd Street #4520, Los Angeles",33.9941595,-118.2702449,northeast,33.99555568,-118.2688964,http://www.iglesiacbk.com/,246 East 53rd Street #4520, Los Angeles,90240,church,place_of_worship,,,,,,,
ChIJ2Q4FpmfJwoAR7Mck-89b5h4,ChIJ2Q4FpmfJwoAR7Mck-89b5h4,Pepes tacos estilo Leon GTO,4.8,27,"243 East 53rd Street, Los Angeles",33.9944282,-118.2703146,northeast,33.99568983,-118.2689648,,243 East 53rd Street, Los Angeles,90240,restaurant,food,,,,,,,
ChIJm_p3GyDJwoARSQNlVl5oUQ4,ChIJm_p3GyDJwoARSQNlVl5oUQ4,Resilient Agency,5,6,"239 East 53rd Street, Los Angeles",33.9943989,-118.2704205,northeast,33.99567483,-118.2690708,http://www.resilientagency.org/,239 East 53rd Street, Los Angeles,90240,,,,,,,,,
ChIJp_-0I0TIwoAR5YFNXUrenv4,ChIJp_-0I0TIwoAR5YFNXUrenv4,Suzuki Motors,,,"301-457 East 54th Street, Los Angeles",33.9934941,-118.2697362,northeast,33.99478063,-118.2683864,,301-457 East 54th Street, Los Angeles,90240,,,,,,,,,
ChIJYb7uzWFQwoAR4CV07oARf5A,ChIJYb7uzWFQwoAR4CV07oARf5A,Louis & Vuitton Teacup Yorkies,4.3,4,Los Angeles,33.9957734,-118.2674986,northeast,33.99712218,-118.2661072,,,Los Angeles,90240,,,,,,,,,
ChIJ5frjf0TIwoARqV-CR81olJc,ChIJ5frjf0TIwoARqV-CR81olJc,Magnolia Missionary Baptist Church,,,"397 East 52nd Street, Los Angeles",33.9953888,-118.2673006,northeast,33.99677073,-118.2659163,,397 East 52nd Street, Los Angeles,90240,,,,,,,,,
ChIJMcDuAkTIwoARRxUqOKgLcw0,ChIJMcDuAkTIwoARRxUqOKgLcw0,Turner Construction Co,,,"300 East 53rd Street, Los Angeles",33.9940265,-118.2679802,northeast,33.99549823,-118.2665803,http://www.turnerconstruction.com/,300 East 53rd Street, Los Angeles,90240,general_contractor,,,,,,,,
ChIJLWGr6G7IwoARNfrMfJUvDA4,ChIJLWGr6G7IwoARNfrMfJUvDA4,Gilbert Lindsay Skatepark,4.4,156,"429 East 42nd Place, Los Angeles",34.0071493,-118.2680391,northeast,34.00832123,-118.2666898,http://www.laparks.org/skatepark/gilbert-lindsay-skate,429 East 42nd Place, Los Angeles,90240,,,,,,,,,
ChIJbZVKkSjJwoARYzQLzGB-tqM,ChIJbZVKkSjJwoARYzQLzGB-tqM,JLO'S DOGGY DAYCARE,5,3,"406 East 43rd Place, Los Angeles",34.0045685,-118.2682166,northeast,34.00602278,-118.2668686,https://jesenial69259.wixsite.com/mysite-2,406 East 43rd Place, Los Angeles,90240,,,,,,,,,
ChIJe54XFWnIwoARFDyReHaqNMQ,ChIJe54XFWnIwoARFDyReHaqNMQ,Tonys Mini Market 99 Cents,4.7,10,"425 East Vernon Avenue, Los Angeles",34.0040101,-118.2686427,northeast,34.00528733,-118.2672914,,425 East Vernon Avenue, Los Angeles,90240,grocery_or_supermarket,food,store,,,,,,
ChIJiVhlLHHJwoAR2a2fw_clDqs,ChIJiVhlLHHJwoAR2a2fw_clDqs,Paquería MR,,,"258 East 43rd Street, Los Angeles",34.0054623,-118.2694499,northeast,34.00691893,-118.2681013,https://paqueteriamrenviosseguros.com/,258 East 43rd Street, Los Angeles,90240,,,,,,,,,
ChIJ8ez6nmnIwoARdUEXzPWR-Kw,ChIJ8ez6nmnIwoARdUEXzPWR-Kw,Brown's Wrought Iron,5,2,"4445 Crocker Street, Los Angeles",34.002523,-118.2689047,northeast,34.00387213,-118.2674648,,4445 Crocker Street, Los Angeles,90240,general_contractor,,,,,,,,
ChIJ8XcgG2nIwoARQhoskn3i3o0,ChIJ8XcgG2nIwoARQhoskn3i3o0,Garcias Mini Market,4,7,"450 East Vernon Avenue, Los Angeles",34.003717,-118.2678281,northeast,34.00514338,-118.2664795,,450 East Vernon Avenue, Los Angeles,90240,grocery_or_supermarket,food,store,,,,,,
ChIJZaAfWSTJwoARLI7bDf-N1nU,ChIJZaAfWSTJwoARLI7bDf-N1nU,Garcia's Barber Shop & Beauty Salon,3.7,3,"448 East Vernon Avenue, Los Angeles",34.003732,-118.2678401,northeast,34.00515088,-118.2664915,,448 East Vernon Avenue, Los Angeles,90240,beauty_salon,,,,,,,,
ChIJT190E2nIwoARbrjWer7MTws,ChIJT190E2nIwoARbrjWer7MTws,Iglesia Pentecostes Palabra De Restauracion,5,1,"424 East Vernon Avenue, Los Angeles",34.0037086,-118.268575,northeast,34.00513723,-118.2672286,,424 East Vernon Avenue, Los Angeles,90240,church,place_of_worship,,,,,,,
ChIJ-YtFa2nIwoARXEso3ZXGUVA,ChIJ-YtFa2nIwoARXEso3ZXGUVA,Taqueria Mi Casita,4.5,155,"418 East Vernon Avenue, Los Angeles",34.003689,-118.268833,northeast,34.00512578,-118.2674841,,418 East Vernon Avenue, Los Angeles,90240,restaurant,food,,,,,,,
ChIJ82CkiRDJwoAR9Bl2BVeQ52s,ChIJ82CkiRDJwoAR9Bl2BVeQ52s,Gorditas #2 (Doña Jose) Barrio del Molino Tol. QRO,4.7,3,"451 East 48th Street, Los Angeles",34.0000547,-118.2677065,northeast,34.00125488,-118.2663559,,451 East 48th Street, Los Angeles,90240,restaurant,food,,,,,,,
ChIJVW8JcELIwoARGZzXJQoxnTU,ChIJVW8JcELIwoARGZzXJQoxnTU,Rolos Disposal Services,5,3,"5857 Wall Street, Los Angeles",34.000023,-118.267959,northeast,34.00123803,-118.2666085,http://www.rolosdisposalservices.com/,5857 Wall Street, Los Angeles,90240,,,,,,,,,
ChIJMRymv0PIwoARUSXwFnZJKBU,ChIJMRymv0PIwoARUSXwFnZJKBU,South Park Pool,4.4,111,"345 East 51st Street, Los Angeles",33.9974745,-118.2675418,northeast,33.99873628,-118.2663787,http://southpark.lacitypools.com/,345 East 51st Street, Los Angeles,90240,,,,,,,,,
ChIJGwMNCdTJwoARsjlrcD6icsI,ChIJGwMNCdTJwoARsjlrcD6icsI,Accesorios y moños ceci,,,"368 East 51st Street, Los Angeles",33.9963279,-118.2677826,northeast,33.99779438,-118.2664352,https://accesorios-y-monos-ceci.negocio.site/?utm_source=gmb&utm_medium=referral,368 East 51st Street, Los Angeles,90240,store,,,,,,,,
ChIJteGqyiTJwoARY3Dehcak16g,ChIJteGqyiTJwoARY3Dehcak16g,Affinity Painting Company,4.5,2,"352 1/2 East 51st Street, Los Angeles",33.9964009,-118.2682787,northeast,33.99782868,-118.2669307,https://affinity-painting.com/,352 1/2 East 51st Street, Los Angeles,90240,painter,,,,,,,,
