,Google_ID,Google_Name,Google_Rating,Google_Total_Ratings,geometry__location__lat,geometry__location__lng,website,address,zipcode_area,types__001,types__002,types__003,types__004,types__005,types__006,types__007,types__008,types__009,id,is_closed,url,review_count,rating,Yelp_Data_Exists,Google_Website_Exists,Both_Website_and_Yelp_Data_Exists,Either_Website_or_Yelp_Data_Exists,is_food_service,TIGER Match Type,TIGER Output Address,Tract Code,geometry,tract
38,ChIJL9nPEI_IwoARC8rVOMr7DMs,Sam's Trading Co.,,,34.014590399999996,-118.244949,,1565 East Adams Boulevard,90011,,,,,,,,,,,,,,,0,0,0,0,,Exact,"1565 E ADAMS BLVD, LOS ANGELES, CA, 90011",228100.0,POINT (-118.244949 34.0145904),228100
39,ChIJUddUEo_IwoAR40uUxvlq5_s,Carrillo's Custom Frame,5.0,2.0,34.015109100000004,-118.244745,,1562 E 2STH,90011,store,,,,,,,,,uVO6tmrRb2ftki65-FKjJg,False,https://www.yelp.com/biz/carrillos-custom-frame-los-angeles?adjust_creative=Jipkfx4c4CnSK1Cz7nLQbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Jipkfx4c4CnSK1Cz7nLQbQ,1.0,5.0,1,0,0,1,0.0,,,,POINT (-118.244745 34.0151091),228100
40,ChIJaU7XDY_IwoARglf6qAr6OCw,Rrs Studios,,,34.0149688,-118.2446192,,,90011,,,,,,,,,,,,,,,0,0,0,0,,,,,POINT (-118.2446192 34.0149688),228100
41,ChIJ8XfBcY_IwoAR-0TENsQT5JU,Deals 4 All Seasons,,,34.0160872,-118.2459071,,1517 East 24th Street #1599,90011,clothing_store,store,,,,,,,,,,,,,0,0,0,0,0.0,Exact,"1517 E 24TH ST, LOS ANGELES, CA, 90011",227010.0,POINT (-118.2459071 34.0160872),227010
42,ChIJiUnW5o7IwoARn7y0rkSF4vo,Enza Costa LLC,,,34.01344,-118.24590230000001,http://www.enzacosta.com/,2637 Nevin Avenue,90011,clothing_store,store,,,,,,,,BlAde8zw9NybfL4apG2cHA,False,https://www.yelp.com/biz/enza-costa-los-angeles?adjust_creative=Jipkfx4c4CnSK1Cz7nLQbQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=Jipkfx4c4CnSK1Cz7nLQbQ,1.0,4.0,1,1,1,1,0.0,Exact,"2637 NEVIN AVE, LOS ANGELES, CA, 90011",228100.0,POINT (-118.2459023 34.01344),228100
43,ChIJnT_7547IwoARImiqifKizVc,Idea,,,34.013108,-118.245309,,2651 Nevin Avenue,90011,clothing_store,store,,,,,,,,,,,,,0,0,0,0,0.0,Exact,"2651 NEVIN AVE, LOS ANGELES, CA, 90011",228100.0,POINT (-118.245309 34.013108),228100
44,ChIJySds747IwoARZ10RBil-iTI,"Legacy Licensing Partners, LLC",,,34.01315,-118.24486499999999,https://legacy-licensing-partners.myshopify.com/,1621 East 27th Street,90011,,,,,,,,,,,,,,,0,1,0,1,,Exact,"1621 E 27TH ST, LOS ANGELES, CA, 90011",228100.0,POINT (-118.244865 34.01315),228100
45,ChIJMyuh1o7IwoARaxf4jiFDy-s,HD Clothing,,,34.0133,-118.24588200000001,,2645 Nevin Avenue,90011,,,,,,,,,,,,,,,0,0,0,0,,Exact,"2645 NEVIN AVE, LOS ANGELES, CA, 90011",228100.0,POINT (-118.245882 34.0133),228100
46,ChIJ-_ck4Y7IwoAR5pVLjXM9e50,Faveur and Merci,,,34.0135162,-118.2451358,,2643 Nevin Avenue,90011,,,,,,,,,,,,,,,0,0,0,0,,Exact,"2643 NEVIN AVE, LOS ANGELES, CA, 90011",228100.0,POINT (-118.2451358 34.0135162),228100
47,ChIJW2484Y7IwoARBO2GK0p60UI,GigaIOT,,,34.013636299999995,-118.2454019,,2647 Nevin Avenue,90011,,,,,,,,,,,,,,,0,0,0,0,,Exact,"2647 NEVIN AVE, LOS ANGELES, CA, 90011",228100.0,POINT (-118.2454019 34.01363629999999),228100
48,ChIJT6UB7Y7IwoARr-RhXMpo_Dc,American Supply Company,4.3,13.0,34.012714200000005,-118.24475190000001,http://acs-americas.com/,1621 East 27th Street,90011,store,clothing_store,,,,,,,,,,,,,0,1,0,1,0.0,Exact,"1621 E 27TH ST, LOS ANGELES, CA, 90011",228100.0,POINT (-118.2447519 34.0127142),228100
49,ChIJrzIn6o7IwoARo_JG9_4gcUY,Esparza Drapery,,,34.012567100000005,-118.2452841,,1604 East 27th Street,90011,store,,,,,,,,,,,,,,0,0,0,0,0.0,Exact,"1604 E 27TH ST, LOS ANGELES, CA, 90011",228100.0,POINT (-118.2452841 34.01256710000001),228100
50,ChIJ8Zaf01LJwoARdLPhiNAZqXE,Risen Jeans,,,34.0130016,-118.2455553,http://www.risenjeans.com/,2649 Nevin Avenue,90011,,,,,,,,,,,,,,,0,1,0,1,,Exact,"2649 NEVIN AVE, LOS ANGELES, CA, 90011",228100.0,POINT (-118.2455553 34.0130016),228100
51,ChIJzcTPmeTJwoARg6UgiPUBRa0,DMG Medical Supply,,,34.0129618,-118.24566409999998,http://www.dmgmedicalsupply.com/,2651 Nevin Avenue,90011,health,store,,,,,,,,,,,,,0,1,0,1,0.0,Exact,"2651 NEVIN AVE, LOS ANGELES, CA, 90011",228100.0,POINT (-118.2456641 34.0129618),228100
